id,Item name*,Category,Current stock,Selling price,Sales tax included,Purchase price,Purchase tax included,HSN,GST tax rate (%),MRP
0b8392c2-04c2-4243-ae33-fc12d787665b,Lux Hand Wash 750ml 89.00,,3,86,Without tax,77.68,Without tax,,0,89
c892917c-6ca2-4a02-8766-9701eec26dd3,Lux Handwash 185ml,,6,35,Without tax,30.76,Without tax,,0,36
6fb22089-129e-4911-9d62-5b10b6c98717,Lux International Soap 32.00,,12,31,Without tax,29.03,Without tax,,0,32
1724dd77-f535-4a87-9c0a-53b821f2128f,Lux Soap 10.00,,24,10,With tax,9.03,With tax,,0,10
d36f3f89-ea59-4369-83e1-9cd6d6129d8a,Lux Soap 23.00,,24,22,Without tax,21.08,Without tax,,0,23
03840525-c4eb-448f-b316-21a896f47a59,Lux Soap 5.00,,24,5,With tax,4.63,With tax,,0,5
09e40e74-5027-4b31-ad52-0e1809a70350,Lux Velvet Touch Soap 10.00,,24,10,Without tax,8.93,Without tax,,0,10
d240089e-049f-4ad9-aba5-5876e2198245,MDH Chat Masala 100g,,6,62,Without tax,52,Without tax,,0,65
f1a90df1-9409-4035-9a0d-2e3da004ecfd,MDH Garam Masala 100g 78.00,,6,75,With tax,62.4,With tax,,0,78
c0e47aad-43e3-47b4-b95f-a4a3edf1409f,MDH Hawan Samagri,,6,38,With tax,32,With tax,,0,40
17b38bd8-53cc-4e15-ab80-66b1a31c5d24,MDH Hing 10g 66.00,,6,63,Without tax,52.8,Without tax,,0,66
a5a21503-0b46-41b0-941b-d571c145c9bc,MDH Hing 5g 39.00,,6,38,Without tax,32,Without tax,,0,39
b35607d7-4169-4525-9d8c-cadab1f7043c,MDH Kashmiri Mirch 100g 73.00,,10,69,Without tax,58.4,Without tax,,0,73
4728e921-8551-4598-8b9d-3692f58b02f5,MDH Kasuri Methi 50 Gm,,6,44,Without tax,37,Without tax,,0,46
baec4d85-180a-4675-82eb-3590bfddc8c8,MDH Kichen King 100g 70.00,,5,66,With tax,56,With tax,,0,70
b93ede8e-85d8-45b8-84a1-766e7d0ae335,MDH Meat 100g 73.00,,6,70,Without tax,58.33,Without tax,,0,73
8bb18deb-8f61-48e9-9bff-b49389372801,Maaza 1.2 Ltr. 70.00,,36,70,Without tax,64.25,Without tax,,0,70
ef604941-d400-4d97-9e11-f8d478459e83,Maaza 600ml 38.00,,72,40,Without tax,30.98,Without tax,,0,38
66ea0678-5581-463b-85fd-4fdbf5b08dd6,Maaza 600ml 40.00,,24,40,Without tax,36.7,Without tax,,0,40
707b4105-d1b6-45a6-90e4-715fc7bd1d48,Maaza Tetra Pack 10.00,,80,10,With tax,8.77,With tax,,0,10
912a3491-98d0-444f-ac7a-0dc9a3c371e7,Machine Oil Fine 90,,12,20,With tax,10,With tax,,0,22
a32e6c03-9616-42aa-9efc-f6a7852fdfc6,Machlee Novel Papad 100.00,,5,100,With tax,70,With tax,,0,100
e1916930-8a04-4440-9256-b3ae4e947b35,Macroni Loose 50.00,,5,50,With tax,36,With tax,,0,50
b011d743-c014-4b2f-aba2-3bd65f091e15,Mad Angles 10.00,,24,10,With tax,8.49,With tax,,0,10
c1f492f5-b36f-48d5-9c9d-91eca1319521,Mad Angles 5.00,,48,5,With tax,4.24,With tax,,0,5
edf853f2-0f1d-44ee-b1f0-2a062be7ec65,Maggi Hot & Sweet 1kg 160.00,,6,154,Without tax,140.91,Without tax,,0,160
029887a2-b508-4be7-9dd6-48c213a9c618,Maggi Hot & Sweet 500g 110.00,,6,105,Without tax,100.91,Without tax,,0,110
1e3c2087-7f34-4313-94af-cbed59ebc097,Maggi Hot & Sweet Pichkoo 20.00,,12,20,Without tax,18.33,Without tax,,0,20
3b5b1513-bb07-409d-92fe-134259c85946,Maggi Magic Masala 5.00,,50,5,Without tax,4.58,Without tax,,0,5
7bf57022-92ab-4968-9e98-a78135a72d40,Maggi Noodles 24.00,,48,23,Without tax,22.04,Without tax,,0,24
1469f32f-6535-4136-8531-83dfeb48c7a9,Maggi Noodles 420g (68.00),,32,66,Without tax,62.38,Without tax,,0,68
36da0c6b-f982-41c6-b8ca-925211f07213,Maggi Noodles 43.00,,24,42,Without tax,39.44,Without tax,,0,43
3d0fb9e1-cc24-404e-b4b4-64b277c68bc0,Maggi Noodles 5.00,,300,5,Without tax,4.67,Without tax,,0,5
b2386eaa-9db8-4149-aad0-64e6040dc05b,Maggi Noodles 560g 91.00,,34,88,Without tax,83.48,Without tax,,0,91
cb844f69-cf26-471f-92a5-c6f3367d2d6e,Maggi Noodles 70g 12.00,,96,12,Without tax,11,Without tax,,0,12
b3e48397-53b1-41f8-a6df-f270668cf0d5,Maggi Tomato Ketchup 1kg 147.00,,3,140,Without tax,129.46,Without tax,,0,147
ec36e05d-ac60-4829-8aac-28112360cb0e,Maggi Tomato Ketchup 500g 100.00,,6,95,Without tax,91.74,Without tax,,0,100
602ea4d6-d350-4514-a0df-8c6485564e38,Maggi Tomato Ketchup Pichkoo 15.00,,12,15,Without tax,13.76,Without tax,,0,15
a54aa073-89ab-472c-93c3-6dabdf1a7715,Magnet Purfume Sent 135.00,,6,130,With tax,80,With tax,,0,135
4cd15e4d-d22f-44d7-b3f5-7ecbceb7858d,Magnet Purfume Sent 190.00,,6,180,With tax,130,With tax,,0,190
d9b75c82-ce7c-4ce8-af2e-fa4afc388512,Mahine Magaj 400.00,,3,400,With tax,230,With tax,,0,400
4d179dad-1374-49eb-883f-142ce4e44b92,Maida Loose 30.00,,50,30,Without tax,20.2,Without tax,,0,30
a25fa81a-c6b0-418f-8746-d20a672a6199,Makai Atta Loose,,5,60,With tax,40,With tax,,0,60
e508a0a9-f631-45e0-8fde-7f2fdf8e2a6d,Makhan Bhog Chawal 50.00,,100,50,With tax,42.5,With tax,,0,50
4189da0a-732d-487a-b617-1dc06ef33c98,Makhana Local 250g 220.00,,19,220,With tax,177.5,With tax,,0,220
3dff8d03-b553-47a1-9e85-da14731bd6e2,Makundana 100g 10.00,,50,10,With tax,5.2,With tax,,0,10
9dcdbb93-3e2a-478c-ba3c-af0404967597,Mangal Deep Sadhvi 35.00,,12,30,With tax,25.17,With tax,,0,35
9c9ac806-8d5f-4538-9ddc-02bffb1934eb,Mangaldeep Anusree 20.00,,36,19,Without tax,16.04,Without tax,,0,20
04625973-810b-48c9-abb0-a56e913f7dea,Mangraila (Kalaungi) 100g 54.00,,30,52,With tax,29,With tax,,0,54
492126ad-fe46-4886-a81b-92dc9d602b96,Mangraila 5.00,,12,5,With tax,3.5,With tax,,0,5
996878df-9af4-44c2-9b8f-37e45d233eaa,Mangraila Loose 300.00,,3,300,With tax,255,With tax,,0,300
8ed1212c-cedd-4666-9a7d-15be4b311d85,Mansuri Mota Arwa Chawal (Chahat+Raj Bhog) 30.00,,100,30,Without tax,25.1,Without tax,,0,30
4f2a74aa-952f-42ee-97ad-906a79e2c591,Mansuri Mota Usana Chawal (Ajay Gold+ Maa) 30.00,,100,30,Without tax,24.2,Without tax,,0,30
a068dcbe-d5dc-4c8d-9aad-e6ebd50af5fa,Margo Neem Soap Set 128.00,,35,124,Without tax,109.22,Without tax,,0,128
42e75694-a577-4f60-b094-b23f66e54656,Margo Soap 45g 10.00,,24,10,Without tax,8.54,Without tax,,0,10
3aa96650-a9b4-4fe7-b272-558525047b07,Mask 5.00,,100,5,With tax,1.3,With tax,,0,5
5264e28d-b6d1-4d3f-bb5a-93d829a93832,Masoor Dal (Lal Kila),,30,96,With tax,66.5,With tax,,0,96
f23e9b01-066d-4e65-a352-a47813b90934,Masoor Dal Local,,30,80,With tax,62.5,With tax,,0,80
ace2ed3e-dc49-4839-8499-7363ec33e61f,Maya Agarbatti 10.00,,96,9,Without tax,6.81,Without tax,,0,10
c9f6ae27-b47b-40d0-87ed-7c55fc8057bb,Maya Chardham Agar. 50.00,,12,45,With tax,34.78,With tax,,0,50
74083b31-9589-4ed3-8fd2-524d0923b246,Maybelline Kajal 180.00,,3,174,Without tax,156.52,Without tax,,0,180
936cd660-089b-4c7f-b2ad-8361f8e9936a,Mayonnaise (Dr. Oetker) 250g 69.00,,3,67,With tax,58.47,With tax,,0,69
ae875fa1-70a4-4552-a918-413ef21835a3,Mayonnaise Dr. Oetker 35.00,,6,34,With tax,29.66,With tax,,0,35
2d1b4922-b0e0-4bfd-86af-27076b78e6d6,Mayonnaise Dr. Oetker 400g 99.00,,3,95,Without tax,83.9,Without tax,,0,99
3973c351-11fd-4067-b59d-4130906dca64,Mdh Amchoor Powder 100g 80.00,,20,76,Without tax,64,Without tax,,0,80
37753b9a-15b9-4bbf-8034-788f1592b891,Mdh Chicken Masala 100 Gm,,6,67,Without tax,56,Without tax,,0,70
fc98749b-f7b4-48ce-a517-b23a11b44eff,Mediker Oil 50ml,,3,33,Without tax,30.91,Without tax,,0,34
5cb71efa-b9aa-44c0-ad94-b6169f366238,Mediker Shampoo 50 Ml,,4,48,Without tax,45.46,Without tax,,0,50
43f9d2ea-e94e-4abd-935d-7def314b2bcc,Medimix Soap Set 77.00,,6,75,Without tax,70,Without tax,,0,77
1e5525fa-201a-4598-8b81-9ca6ca7fe494,Melody Perfume 135.00,,3,120,With tax,81,With tax,,0,135
7b48e7a6-7843-42b3-b3ff-2629b81f9887,Mentho Plus 9ml 34.00,,6,33,With tax,30.09,With tax,,0,34
35b06e5d-5711-41ad-9666-4d70a1952b80,Methi 100g 21.00,,25,20,Without tax,11,Without tax,,0,21
b2fb2607-f59b-4df7-b46a-12ae7e1354bf,Methi Loose 120.00,,5,120,With tax,100,With tax,,0,120
0964c0e3-2b8c-48bc-8021-ab4a2d45c56f,Milk Maid 400g 125.00,,6,120,With tax,114.68,With tax,,0,125
e29b299c-59eb-4df2-8ca8-801ff3f32e47,Milkybar Chocolate 10.00,,27,10,With tax,8.96,With tax,,0,10
14a6f647-2fd8-4a2f-b7fe-0c593cf4c378,Mircha Gota 240.00,,12,240,With tax,175,With tax,,0,240
91720bc5-5026-4acf-8453-6e7a747fa9a6,Misree Dhela 100.00,,5,100,With tax,74.5,With tax,,0,100
1b98c16b-ae8a-48d5-a475-9a48139e8cfc,Mitha Soda Loose 48.00,,5,48,With tax,32,With tax,,0,48
714792a7-eac7-4c3a-911e-0d907df1d6e6,Mithai Dabaa 500g 3.00,,500,3,With tax,1.7,With tax,,0,3
b3b82d73-ebba-41fa-be38-250963783c82,Mohan Cornflaks 500g 120.00,,6,110,With tax,95,With tax,,0,120
8e427ff1-fb55-4c4d-b82c-c881b7af2b7a,Mohan Hing 25g,,6,140,Without tax,103,Without tax,,0,150
bbde563d-b0aa-42a8-80a9-a4a3f49a4537,Mohan Rung Colour 30.00,,70,25,With tax,19.5,With tax,,0,30
c95a8793-4946-4b02-9e5a-1e7d0a4f7c1b,Mombati 1.00,,200,10,Without tax,7,Without tax,,0,12
9553e773-538e-4796-b82f-97f1680b5758,Mombati 2.00,,280,20,With tax,13,With tax,,0,25
e44eed46-87fa-4540-b44e-68ff38bf8674,Mombati 5.00 (Pkt),,60,55,With tax,45,With tax,,0,60
baa11346-bea0-4e11-99b1-3f1728157e5c,Mombati 5.00 (Plane),,48,50,With tax,35,With tax,,0,60
0b292cb9-740c-49d1-a503-d51a41ca2aa7,Moms Magic Bis. 250g 30.00,,12,29,With tax,27.33,With tax,,0,30
bfc6c7d7-e687-4aa8-bd35-14d7c2311a98,Moong Bari,,5,280,With tax,130,With tax,,0,280
71ae1b97-f19e-4e96-8f4c-7790eaf728fb,Moong Chilka Dal 160.00,,5,160,Without tax,100,Without tax,,0,160
21f8d9eb-bfb8-46bc-a0ab-c6a285e5e43a,Moong Dal Loose 140.00,,30,140,With tax,96.5,With tax,,0,140
b322ee8d-c681-4bba-8499-998bcb581eef,Moong Dal Tata 1kg 180.00,,12,175,With tax,135,With tax,,0,180
c06f0053-5454-40a3-a6dd-7d5ae54161f5,Moong Dal(Tata) 500g,,6,88,With tax,69,With tax,,0,91
386de30c-b321-4db1-b7de-721028ed9f76,Moong Gota Loose 120.00,,10,120,With tax,100,With tax,,0,120
f98163f6-7d3e-4ee7-b8b5-aa5ecb1577f2,Moong Gota Tata 500g 86.00,,15,80,With tax,65,With tax,,0,86
bb75debe-e795-4241-b091-ba966baf21c7,Moongdal (Tata) 1kg,,3,174,Without tax,136.41,Without tax,,0,180
005ce12f-aeb2-42a0-906a-da39e42657e3,Moongfali Loose 120.00,,25,120,Without tax,108,Without tax,,0,120
79943b75-3edc-4992-b076-34fcf3b279cd,Moov Cream 10g 45.00,,6,44,With tax,36.74,With tax,,0,45
6bf5ec7f-3575-4796-af42-336b30b8b2a5,Moov Cream 15g,,3,56,With tax,46.7,With tax,,0,59
5572dbb0-725a-45de-a6d1-3ec8d5e2dbbf,Moov Cream 30g,,6,110,With tax,93.92,With tax,,0,115
3aa66d13-fe77-486c-9aed-24705d36586a,Moov Cream 50g,,6,164,With tax,138.01,With tax,,0,169
317daa2b-364a-4564-b085-579fa4a3f728,Moov Spray 15g 65.00,,6,62,With tax,54.83,With tax,,0,65
36c8acb0-1f60-46bc-80bd-b58e7979ca67,Moov Spray 35g,,6,125,With tax,107.39,With tax,,0,130
a3cf529e-8fe3-4905-95ec-8e8b5df90020,Moov Spray 50g,,3,180,With tax,152.82,With tax,,0,185
4791bc76-447b-4c02-998a-f3831bc3e58a,Mop Dry Cleaner 18 Inch 180.00,,3,180,With tax,130,With tax,,0,180
1bcb8478-e50d-423e-a5ba-91a00f6b9b51,Mop Easy 210.00,,6,180,With tax,130,With tax,,0,210
c9116523-303b-407c-86f2-7df5a3abb73d,Mop Modern 200.00,,6,120,With tax,90,With tax,,0,200
b4b509aa-5a5a-4537-8d4c-87cf6edae4c9,Mortien Coil 34.00,,60,32,Without tax,25.07,Without tax,,0,34
dd106c58-7dd0-46e8-8ede-f355b17df602,Mortien Rat Kill 20.00,,20,19.5,Without tax,18.18,Without tax,,0,20
7f392100-c84f-4190-8112-882838d16fd4,Mortien Refill 72.00,,12,69,Without tax,58.78,Without tax,,0,72
b9a25936-5881-452e-a457-5f394d2d96c1,Mortien Spray 191.00,,6,184,With tax,169,With tax,,0,191
40100ca5-d2bf-4b7b-8135-c28e72844449,Mota Magaj 240.00,,5,240,With tax,150,With tax,,0,240
5dcbcd37-92a6-48ae-9e43-674cd01055a6,Mountain Dew 2.25 Lit. 90.00,,9,90,Without tax,71.1,Without tax,,0,90
5a9ef6ee-7e9e-4b0d-9c16-e8941c841abb,Mountain Dew 750ml 38.00,,24,38,Without tax,29.62,Without tax,,0,38
ade2385d-5be4-468e-a88f-ae7c31edd76b,Mountain Dew Can 250ml 30.00,,24,30,With tax,23.96,With tax,,0,30
56a65082-73d3-43f9-8fdd-1b90b78bf854,Munakaa 250g 120.00,,4,120,With tax,57.5,With tax,,0,120
f397595f-1765-4be2-8624-d7be06c8e23b,Munch Chocolate 10.00,,28,10,With tax,8.96,With tax,,0,10
06fe23df-2117-4384-93db-cc95ddfe1209,Munch Chocolate 5.00,,105,5,Without tax,4.32,Without tax,,0,5
cfb504cb-66ce-4680-b7c4-7cf2ea4a4c79,N Joy Akhrot 250g 435.00,,8,250,With tax,185,With tax,,0,435
fb0aa670-bd52-4c89-a71e-c669b6ef034b,Nafish Chawal,,25,140,With tax,82.5,With tax,,0,140
44cd56e1-86ed-4a3f-83de-a215e9924c22,Nail Cutter 50.00,,12,50,With tax,32,With tax,,0,50
782baa84-ec4f-4244-b8dc-5a224a6d8d65,Nail Polish Remover Thiner 25.00,,6,24,Without tax,13,Without tax,,0,25
8c9afd95-15d2-4fc7-be07-31a78f8a11f7,Nandan Ghee 1 Lit. Steel,,3,460,With tax,410,With tax,,0,480
b71f87ab-0af9-4ab6-8ca0-ee7fd52b1f1a,Nandan Ghee 500ml Steel,,6,230,With tax,208,With tax,,0,240
bd694d8f-cefe-4713-b8b7-b0b16499eef6,Nandan Ghee Pla. Jar 250ml 115.00,,24,110,With tax,96,With tax,,0,115
046edbb3-3932-47da-ad9b-50f32e316f68,Nariyal Jharu 300g (Yellow),,25,35,With tax,22,With tax,,0,35
bdaed9ba-035a-429a-8df1-9d97c2b86f29,Nariyal Jharu 400g (Kasaili Lal),,25,45,With tax,32,With tax,,0,45
c8c79919-eafa-4ca5-b21a-77c68974b7dc,Nariyal Jharu 450g (Indonesia),,50,70,With tax,50,With tax,,0,70
6c2f570c-6b78-42a0-b60d-407d76c3505a,Nariyal Rassi Mahine 120.00,,16,120,With tax,75.65,With tax,,0,120
5daa8dd5-b1d3-4552-9d56-47c0885b611e,Nariyal Rassi Mota 80.00,,15,80,With tax,58,With tax,,0,80
da2b6e03-6ed8-429e-96ae-411737ec8bf8,Nariyal powder Loose 280.00,,5,280,Without tax,215,Without tax,,0,280
45fe0a01-01b8-4776-b5eb-ae7355b4d7d7,Nataraj Cutter 3.00,,20,3,With tax,2.1,With tax,,0,3
9640478b-e283-4c0d-9c99-f8f813e9f018,Nataraj Erasers 20pic/Pkt. 20.00,,3,18,Without tax,15,Without tax,,0,20
df6a8783-dbf5-4f1a-a5dd-26593746360b,Nataraj Pencil Pkt. 40.00,,5,38,Without tax,26,Without tax,,0,40
c59eddd2-f79e-499e-a0b3-88f7475911c2,Nature Fresh Refine 1 Lit. 140.00,,24,140,Without tax,134.16,Without tax,,0,140
7c39a837-e70f-4735-8dad-98435ea8c07c,Nature Fresh Refine 500ml Pouch 70.00,,24,70,Without tax,65,Without tax,,0,78
cce05698-13ef-474d-9fc8-a52e51daa340,Navratan Oil Red 100ml 78.00,,6,75,With tax,69.13,With tax,,0,78
9cf67bc6-7a76-44af-aaf4-628d8c202e5a,Navratan Oil Red 200ml 138.00,,6,132,With tax,122.32,With tax,,0,138
62e94479-3f39-4b4a-9fec-c0421901c456,Navratan Oil Red 300ml 182.00,,3,174,With tax,161.32,With tax,,0,182
fa5bbf23-a64e-4dd3-b29e-62e53bea7560,Navratan Oil XT (Green) 200ml,,3,135,With tax,110.09,With tax,,0,140
db2001d0-054e-4197-ad3b-93a3891aa7af,Navratan Oil XT 500ml 290.00,,3,280,With tax,230.68,With tax,,0,290
c17e2bf9-6b37-4a9b-89de-505258899be0,Navratan Oil XT Green 50ml 40.00,,6,38,With tax,36.36,With tax,,0,40
18f9ee27-a6a6-47b1-b91c-51f30beb1fb1,Nescafe 1.5g 2.00,,64,2,With tax,1.83,With tax,,0,2
b620a23e-81f1-4188-8e0d-611657fab715,Nescafe 100g Jar 295.00,,6,290,With tax,275.7,With tax,,0,295
8f3eea7c-6ef5-4f44-972a-9e02e8013944,Nescafe 18g,,6,44,Without tax,40.37,Without tax,,0,45
55ff8722-3a85-40cd-8e4b-95ea2b205bc7,Nescafe 200g 490.00,,3,480,Without tax,457.94,Without tax,,0,490
35f526e6-99b4-4170-a68e-517982f83d18,Nescafe 25g 75.00,,6,74,Without tax,68,Without tax,,0,75
5317f1b8-865c-4484-94f1-5b24f426f88d,Nescafe 50g Jar 155.00,,6,150,Without tax,144.86,Without tax,,0,155
a0622ee1-f57a-4912-9546-f5359dc99e1d,Nescafe Classic 7.5g (10.00),,48,10,Without tax,8.8,Without tax,,0,10
cfcef9aa-40ae-4c6d-803b-861a8162ec0c,Nescafe Cold Cafe Can 50.00,,30,50,Without tax,35.55,Without tax,,0,50
f0a19dce-5310-41a5-b466-d3bd06490793,Nestle Ceregrow 284.00,,3,276,Without tax,260.55,Without tax,,0,284
11df496c-3682-438e-8892-5e9e410339a2,Nestle Classic Chocolate 10.00,,24,10,With tax,8.96,With tax,,0,10
7df2f508-f4f3-48b6-9cfe-235e22b6a8f3,Nestle Classic Chocolate 20.00,,18,20,With tax,17.93,With tax,,0,20
1b981ac0-36d6-461a-80f9-38664cbf2078,Nestle Everyday Dairy Wht. 400g 200.00,,6,194,Without tax,185.18,Without tax,,0,200
2d666ca5-82cc-410d-9680-90180c130863,Nestle Kit Kat 10.00,,36,10,Without tax,9,Without tax,,0,10
6a1bd861-57c7-48b3-8af3-70b1c0549584,Nestle Kit Kat 25.00,,18,25,Without tax,22.72,Without tax,,0,25
e8c8c4ef-04db-420a-bf8c-48ce55e45e6f,Nestle Kit Kat 27.5g (20.00),,28,20,Without tax,17.45,Without tax,,0,20
bd81fddd-e0b7-45a7-89f2-1ee3356c8da6,Nihar Jasmine Oil 100ml 35.00,,6,34,Without tax,31.17,Without tax,,0,35
27782822-8707-4d6c-9490-52838495e9f0,Nihar Jasmine Oil 200ml 87.00,,6,84,Without tax,77.48,Without tax,,0,87
439d50fa-08d9-431f-b144-b76a03ed324a,Nihar Jasmine Oil 400ml 140.00,,6,135,Without tax,123.73,Without tax,,0,140
4021ab83-3b19-4d42-9aa2-82e084d24e08,Nihar Jasmine Oil 98ml 40.00,,6,38,Without tax,35.86,Without tax,,0,40
6adb303c-1976-4e24-abda-53d6888eb406,Nihar Plane 175ml WM Tin 64.00,,6,62,With tax,42.32,With tax,,0,64
138dae24-5c63-4293-a3b3-c0c7fe60510f,Nihar Plane 500ml FCN,,4,164,With tax,122.41,With tax,,0,170
8b685f52-66b3-4923-9b6d-54a69038b401,Nihar Plane Oil FT 100ml,,6,37,With tax,28.33,With tax,,0,38
b7adf4a6-92ab-41df-822f-b84842224bdb,Nihar Plane Oil FT 45ml 15.00,,12,14,With tax,10.55,With tax,,0,15
b65f0300-c152-48c6-82fb-dc34dd7aa9b2,Nilons Ginger Garlic 5.00,,30,5,With tax,2.8,With tax,,0,5
2d124d2d-b4da-4846-a3d4-3470d9eb6fb6,Nilons Green Chilli Pichkoo 18.00,,6,17,Without tax,14,Without tax,,0,18
ab1b40bc-1def-4c48-b783-162b303d121d,Nilons Green Chilli Pickle 250g 70.00,,6,66,Without tax,55,Without tax,,0,70
622befe5-fe16-42d4-a0fa-15a9416fb4c7,Nilons Imli Pichkoo 20.00,,6,19,Without tax,17,Without tax,,0,20
1305147e-1444-4540-9b85-925847810819,Nilons Mango Pickle 200g 70.00,,6,68,Without tax,57,Without tax,,0,70
2abc23a3-a0a0-4ceb-b85f-5d4ebf8580aa,Nilons Mango Pickle 500 Gm,,3,105,Without tax,87,Without tax,,0,110
4f8f9388-aee2-45ee-b18e-6e7d3efa9632,Nilons Mixed Pickle 1kg 164.00,,3,156,Without tax,125,Without tax,,0,164
bd6fde13-8ba0-4519-a3ba-1a95da6ed7c1,Nilons Mixed Pickle 250g 74.00,,6,70,Without tax,57,Without tax,,0,74
25db5410-3ecc-4525-8f68-67699b73b00a,Nilons Mixed Pickle 500 Gm,,3,105,Without tax,87,Without tax,,0,110
46f3f8a3-5825-457d-96ce-f53d3f2b9ec2,Nilons Pickel 10.00,,12,10,Without tax,7,Without tax,,0,10
d3a65b16-d88c-4e32-a9a2-bb3a9a49ee6d,Nilons Pizza Pasta Sauce Pichkoo 30.00,,6,29,With tax,24,With tax,,0,30
c004b332-be25-4304-b361-be86b19c672c,Nilons Red Chilli Sauce 200g 50.00,,12,48,Without tax,34,Without tax,,0,50
113489c2-fc95-4112-9d92-862abfa095dc,Nilons Schezwan Chatni 10.00,,12,10,With tax,8.2,With tax,,0,10
9370e7a3-26f4-462b-a898-9860df64f007,Nilons Schezwan Chatni Pichkoo 20.00,,6,19,Without tax,17,Without tax,,0,20
10cd67f6-0ae2-4293-a879-d68973eccfee,Nilons Snack Sauce 200g 55.00,,6,53,Without tax,35,Without tax,,0,55
27886318-2776-4e88-b862-f66f4878f80b,Nilons Soya Pichkoo 18.00,,6,17,With tax,14,With tax,,0,18
b69c589b-0365-44b1-b951-76ec94c620e4,Nisha Mehandi 10.00,,25,10,Without tax,6.8,Without tax,,0,10
bbb6c297-7ef0-4ac6-b0d5-01d2a50ac190,Nivea Body Lotion 200ml (220.00),,3,210,Without tax,188.85,Without tax,,0,220
887f1dfb-c05e-442b-83c7-6fc35034a033,Nivea Body Lotion 200ml 275.00,,3,265,Without tax,233.63,Without tax,,0,275
7f80fb06-3b52-45bf-bc87-cf9ca3b4d2ab,Nivea Cream Blue 30ml 50.00,,6,48,With tax,42.92,With tax,,0,50
180f7ac2-b247-4e7e-9620-8ee176a08cbe,Nivea Cream Blue 60ml 99.00,,6,95,With tax,84.98,With tax,,0,99
be304378-42b1-4e18-bc92-c4d524bb419f,Nivea Creme Blue 100ml,,6,144,Without tax,127.89,Without tax,,0,149
e7414206-ff5a-47e6-8372-41294b3c3808,Nivea Facewash 50 Gm (99.00),,3,95,Without tax,83.24,Without tax,,0,99
e9cc0b42-bfea-4cb2-93f6-082f9ee0ead7,Nivea For Men Dark Spot Cream 30ml,,3,92,With tax,79.87,With tax,,0,95
6c7572d3-cfac-4126-933f-085736fb6f41,Nivea For Men Facewash 100ml,,3,240,Without tax,210.18,Without tax,,0,250
883568b6-2706-4051-ac9b-f508184d88f9,Nivea For Men Facewash 100ml (199.00),,3,190,Without tax,167.3,Without tax,,0,199
3e7644ef-6490-4526-8adf-654fc6841909,Nivea Men Dark Spot Cream 30ml 95.00,,6,90,Without tax,80.71,Without tax,,0,95
8feb00cf-55b6-4586-b6c1-830299977831,Nivea Men Dark Spot Cream 75ml 199.00,,6,190,With tax,169.06,With tax,,0,199
838fe4ac-fd70-4d07-80d6-11214cc780dc,Nivea Men F/W 50g 100.00,,6,95,With tax,84.95,With tax,,0,100
65b4b2d1-323c-4b48-b386-9a8330e90701,Nivea Men Facewash 50 Gm 125.00,,3,120,Without tax,105.08,Without tax,,0,125
bc14af31-3818-42f0-913a-76f839855853,Nivea Shower Gel 250 Ml,,6,190,Without tax,173.67,Without tax,,0,199
2fce2d52-9ba2-4991-b4c1-03bbb6a0f64b,Nivea Soft Cream 100ml 185.00,,3,178,With tax,158.8,With tax,,0,185
539a2ae2-4c5e-4dd0-af70-83d463af4e73,Nivea Soft Cream 200ml 270.00,,3,260,With tax,231.77,With tax,,0,270
d47f4986-e3c3-4873-94e7-d70847631df9,Nivea Soft Cream 25ml 45.00,,12,44,With tax,35.04,With tax,,0,45
8549dffb-81a6-4368-a04d-021530500251,Nivea Soft Cream 50ml 90.00,,6,86,With tax,76.46,With tax,,0,90
dd635f11-06ad-4d7f-a0b3-b7873adaa298,No Mark Cream 150.00,,3,144,With tax,110,With tax,,0,150
a79c8754-1b44-48d3-b3d1-fd037deb8ec0,Nupur 12g 5.00,,24,5,With tax,3.91,With tax,,0,5
0eae8856-1947-4206-a3f6-9a25d0dc372b,Nupur 150g 75.00,,6,72,Without tax,58.69,Without tax,,0,75
99f65e9a-df0e-435b-8a40-05862297b57d,Nurani Oil 100ml 94.00,,6,90,With tax,55,With tax,,0,94
60caf2b0-33ea-4c20-896b-c651dabe681c,Nurani Oil 200ml 170.00,,6,164,With tax,100,With tax,,0,170
d880cbd4-d29e-45bb-a012-4cf404baa770,Nurani Oil 50ml 53.00,,6,50,With tax,30,With tax,,0,53
56260a10-32a6-4fc9-9369-fc5e93dce3b6,Nutrela Soya Bari 10.00,,60,10,With tax,8.33,With tax,,0,10
ac602265-24c9-469e-9a8b-482ca344da60,Nutrela Soya Bari 200g 45.00,,9,44,Without tax,40,Without tax,,0,45
2ca0b600-97fc-4ca6-8499-0f3832af2979,Nutri Choice Creacre Jeera 300g,,8,39,With tax,36.36,With tax,,0,40
bca74b66-1d9f-48b0-a7e8-de2dfaf83faf,Nutrine Lollypop Jar 350.00,,3,340,With tax,300,With tax,,0,350
20018a9e-bba8-4a03-aae6-901cb88ef53e,Nycil Germ Expert powder 50g,,6,38,Without tax,35.7,Without tax,,0,40
c794cc3a-c33a-4438-bfa9-420b9043e691,Odomos Cream 25g,,3,24,Without tax,20.76,Without tax,,0,25
45d9f3db-7aac-4d6a-9c69-512e288950ab,Odomos Cream 50 gm,,3,48,Without tax,41.82,Without tax,,0,50
63d6f378-a517-41d9-afd3-75d235535222,Odonil 50g Set 141.00,,6,135,Without tax,119.21,Without tax,,0,141
